IDpassageiro,Nome,Deck,NumeroCabine,PosicaoCabine,Procedencia,Destino,Idade,VIP,AllInclusive,ServicoCabine,Restaurante,Shopping,SPA,ParquedeAguas,Sobrevivente
9168_02,Algiedi Cassiding,C,338,S,America,Grecia,41.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4730_01,Tabiton Earmeter,B,158,P,America,Outros,50.0,0,0,0.0,1338.0,0.0,40.0,6178.0,0
6250_01,Elany Roses,G,1013,S,Europa,Grecia,28.0,0,0,0.0,0.0,887.0,0.0,0.0,1
6166_01,Andan Handertiz,E,394,P,Europa,Grecia,25.0,0,0,980.0,0.0,3.0,0.0,0.0,0
7387_01,Okulas Blercat,C,240,P,America,Grecia,40.0,0,0,0.0,3508.0,761.0,12.0,32.0,1
7311_01,Winia Gordanieves,F,1514,P,Europa,Grecia,18.0,0,0,0.0,949.0,0.0,0.0,0.0,0
8414_01,Cline Welltonces,G,1374,P,Europa,Grecia,24.0,0,0,0.0,171.0,591.0,22.0,0.0,0
8257_01,Tex Bert,E,529,P,Africa,Grecia,41.0,0,0,396.0,0.0,653.0,0.0,0.0,0
5758_01,Heidie Mcguirez,G,934,S,Europa,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5090_03,Joyton Willy,G,821,P,Outros,Malta,12.0,0,0,0.0,0.0,0.0,0.0,0.0,1
1264_01,Franda Roberrenn,E,79,P,Europa,Grecia,51.0,0,0,0.0,1.0,0.0,51.0,945.0,0
2055_05,Harlen Woodwinez,G,330,P,Europa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6796_01,Arlen Kellyons,G,1104,P,Europa,Grecia,31.0,0,0,470.0,0.0,0.0,182.0,52.0,0
3100_02,Jord Farmonrada,F,586,S,Europa,Grecia,52.0,0,0,809.0,0.0,0.0,0.0,0.0,1
5868_01,Yolace Blangibson,E,379,S,Europa,Grecia,62.0,0,0,104.0,53.0,194.0,436.0,0.0,0
4352_01,Alaton Trupistic,C,157,S,America,Grecia,37.0,0,0,33.0,3484.0,17.0,4.0,1384.0,1
3521_02,Atrinon Radisiouss,B,135,S,America,Grecia,70.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8970_01,Batomam Clugeammy,C,300,P,America,Monaco,28.0,0,0,0.0,3751.0,0.0,5025.0,11741.0,0
6774_01,Jord Steinardson,G,1100,P,Europa,Grecia,45.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7087_01,Dennie Moreman,G,1141,P,Europa,Grecia,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5971_01,Jayrin Kinad,F,1230,P,Africa,Grecia,47.0,0,0,448.0,0.0,891.0,0.0,235.0,0
0689_01,Chard Motive,B,25,S,America,Grecia,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5927_07,Jihoton Ballexy,B,201,P,America,Monaco,43.0,0,0,0.0,1706.0,0.0,274.0,2056.0,0
1783_02,Francy Garnettiz,G,281,S,Europa,Malta,21.0,0,1,0.0,0.0,0.0,0.0,0.0,0
0265_01,Etair Herpumble,D,8,S,America,Grecia,39.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6120_01,Garlie Flynnis,F,1169,S,Europa,Malta,13.0,0,0,0.0,1180.0,0.0,0.0,0.0,1
0904_01,Wein Alcemblery,C,33,P,America,Grecia,44.0,0,0,0.0,2792.0,0.0,148.0,1043.0,0
6139_06,Alphact Reedall,C,230,S,America,Monaco,37.0,0,1,0.0,0.0,0.0,0.0,0.0,1
9144_01,Monard Rutler,F,1768,S,Europa,Grecia,22.0,0,0,1.0,702.0,0.0,0.0,0.0,0
6405_01,Rayne Toddleton,F,1224,S,Outros,Malta,19.0,0,0,54.0,0.0,0.0,42.0,986.0,0
1150_01,Dona Brookes,G,179,S,Europa,Monaco,16.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7127_02,Okulk Belstrut,B,237,P,America,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8360_01,Okulas Valousead,B,326,S,America,Grecia,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5465_01,Sugaly Chité,F,1132,P,Africa,Grecia,27.0,0,0,1.0,1.0,2196.0,372.0,0.0,0
5253_01,Annard Ashipeck,F,1009,S,Europa,Grecia,24.0,0,0,290.0,64.0,413.0,35.0,0.0,1
5072_01,Brina Saley,G,817,P,Europa,Grecia,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0
4330_01,Alles Gene,D,140,S,Africa,Monaco,28.0,0,0,427.0,0.0,754.0,0.0,0.0,1
8681_03,Totax Derry,F,1787,P,Africa,Grecia,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4219_01,Unfly Min,F,868,P,Africa,Grecia,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1775_01,Murie Mejiaddox,G,277,S,Europa,Grecia,43.0,0,0,0.0,0.0,870.0,0.0,14.0,1
0893_01,Rica Barris,G,129,P,Europa,Monaco,32.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6841_01,Tekris Meate,E,454,S,Africa,Monaco,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5629_01,Jaye Sterson,G,901,P,Europa,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3361_01,Ming Sinda,F,635,S,Africa,Grecia,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4498_07,Dary Mallerez,G,734,S,Europa,Grecia,39.0,0,0,0.0,2.0,0.0,69.0,836.0,0
1709_05,Fams Minen,F,326,S,Africa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8248_02,Netty Casez,G,1339,P,Europa,Malta,72.0,0,0,309.0,0.0,0.0,0.0,463.0,0
5488_01,Tares Hoorherve,B,186,P,America,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0347_01,Cousk Kraie,F,64,S,Africa,Grecia,27.0,0,0,434.0,0.0,1434.0,0.0,0.0,0
8192_01,Herry Mcphernard,F,1566,S,Europa,Grecia,18.0,0,0,539.0,2.0,3.0,900.0,0.0,0
6921_02,Eleron Fordulgaug,C,255,S,America,Monaco,24.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5860_02,Aps Raste,F,1118,S,Africa,Grecia,2.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2387_01,Debony Estiagosen,E,142,P,Europa,Grecia,58.0,0,0,0.0,400.0,0.0,690.0,490.0,1
6757_01,Eaturs Dato,F,1292,S,Africa,Grecia,53.0,0,0,1964.0,0.0,635.0,0.0,0.0,0
6806_01,Anniey Gallenry,G,1104,S,Europa,Grecia,39.0,0,0,14.0,583.0,310.0,0.0,0.0,1
2029_01,Lyne Camerrison,F,400,P,Europa,Monaco,43.0,0,0,0.0,6.0,730.0,1.0,0.0,0
2353_01,Janney Morgerson,G,380,S,Europa,Grecia,30.0,0,0,27.0,5412.0,86.0,0.0,0.0,1
7284_01,Rayle Walterson,G,1174,P,Europa,Grecia,17.0,0,0,0.0,647.0,49.0,74.0,0.0,0
8271_01,Lavey Delazarson,F,1586,S,Europa,Grecia,19.0,0,0,29.0,2633.0,0.0,0.0,124.0,1
8149_01,Gordo Contrevins,G,1319,P,Europa,Malta,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8770_02,Walley Waderoachez,F,1808,P,Europa,Grecia,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5684_03,Genubik Busive,B,218,S,America,Monaco,38.0,0,0,0.0,1198.0,48.0,278.0,1244.0,0
0743_01,Loree Brighttt,G,111,S,Europa,Grecia,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3123_01,Derina Prinson,G,511,P,Europa,Outros,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6556_01,Nes Gine,F,1362,P,Africa,Grecia,29.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1006_01,Velyne Summington,E,74,S,Europa,Grecia,21.0,0,0,0.0,0.0,0.0,0.0,791.0,0
4709_01,Terrie Morelly,F,957,P,Europa,Monaco,38.0,0,0,2614.0,0.0,103.0,0.0,0.0,0
3572_01,Coren Bucknersony,G,584,P,Europa,Grecia,25.0,0,0,19.0,0.0,0.0,1679.0,0.0,0
4188_01,Lis Fowlesterez,F,861,P,Europa,Grecia,23.0,0,0,1277.0,84.0,0.0,240.0,598.0,1
7292_01,Single Panad,D,220,S,Africa,Monaco,21.0,0,0,0.0,0.0,0.0,1.0,378.0,0
7376_01,Neutrin Mirinanty,E,477,P,America,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6367_01,Hal Botte,F,1215,S,Africa,Grecia,30.0,1,0,1960.0,0.0,638.0,0.0,0.0,0
8006_01,Lilace Morrencis,F,1529,S,Europa,Grecia,22.0,0,0,0.0,1145.0,0.0,0.0,371.0,0
3446_01,Lilasa Buckleinson,G,555,S,Europa,Malta,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5568_02,Merabik Covetive,B,188,P,America,Monaco,29.0,1,1,0.0,0.0,0.0,0.0,0.0,1
6930_01,Letta Howayery,G,1129,S,Europa,Grecia,17.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5602_01,Castab Sedece,B,190,P,America,Grecia,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5156_02,Atonon Traild,B,200,S,America,Grecia,29.0,0,0,0.0,4198.0,227.0,1.0,1415.0,1
5795_01,Evey Hodes,F,1106,S,Europa,Malta,19.0,0,0,0.0,95.0,595.0,0.0,0.0,1
6634_01,Gorabih Dischod,B,219,P,America,Monaco,46.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1755_01,Leneva Mulley,G,273,S,Europa,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6574_01,Nasliak Covetive,A,65,P,America,Grecia,22.0,0,0,0.0,335.0,0.0,818.0,3014.0,0
1630_03,Elanda Cofferson,F,309,S,Europa,Grecia,37.0,0,0,0.0,27.0,11.0,732.0,5.0,0
2458_01,Rald Mcphernard,F,511,P,Europa,Grecia,21.0,0,0,31.0,93.0,578.0,0.0,0.0,1
1723_01,Ivaney Holcompson,E,128,S,Europa,Grecia,15.0,0,0,852.0,0.0,0.0,135.0,0.0,0
7032_01,Dorie Roachez,F,1459,P,Europa,Grecia,41.0,0,0,0.0,176.0,414.0,133.0,0.0,0
4573_01,Yolana Stannondez,F,856,S,Europa,Grecia,22.0,0,0,686.0,45.0,16.0,7.0,4.0,1
4309_01,Coracy Whitledges,E,270,P,Europa,Grecia,37.0,0,0,0.0,0.0,785.0,3.0,0.0,0
6707_01,Scotte Thomason,G,1091,S,Europa,Grecia,46.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3911_01,Billa Petermandez,F,736,S,Outros,Grecia,41.0,0,0,6.0,1.0,11.0,1046.0,0.0,0
8479_01,Heremy Cardner,F,1738,P,Europa,Grecia,27.0,0,0,0.0,0.0,0.0,716.0,0.0,0
1186_04,Oraryn Browlerson,F,227,S,Europa,Grecia,48.0,0,0,0.0,33.0,654.0,0.0,113.0,1
3596_01,Sweal Erry,F,745,P,Africa,Grecia,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4383_01,Sheratz Dingauge,B,169,S,America,Grecia,57.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5642_01,Geonkaa Supred,B,216,S,America,Outros,35.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7572_01,Blancy Balley,G,1228,S,Europa,Grecia,14.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4733_01,Sonald Corman,E,294,P,Europa,Grecia,20.0,0,0,962.0,0.0,4581.0,105.0,0.0,1
7221_01,Sulatik Sonofmory,B,239,P,America,Monaco,54.0,1,0,0.0,316.0,1.0,2038.0,388.0,0
5545_01,Ernice Rigginsen,G,894,S,Europa,Malta,34.0,0,0,0.0,0.0,693.0,3.0,77.0,1
6199_02,Cocors Spien,D,188,S,Africa,Grecia,47.0,0,0,5.0,1027.0,0.0,24.0,0.0,1
8054_01,Hex Reste,F,1540,S,Africa,Monaco,52.0,0,0,0.0,0.0,262.0,1425.0,571.0,0
8221_01,Range Cusa,F,1696,P,Africa,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0527_02,Llat Stité,F,93,S,Africa,Grecia,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8005_03,Katen Olivasquez,F,1528,S,Europa,Grecia,35.0,0,0,676.0,0.0,0.0,0.0,40.0,0
7542_01,Gabria Batestonley,F,1442,S,Europa,Grecia,35.0,0,0,4.0,53.0,0.0,0.0,844.0,0
5250_01,Clek Dan,F,1007,S,Africa,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3499_04,Allene Mccarveymon,G,574,P,Europa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
1931_01,Kumark Dressink,C,73,S,America,Monaco,56.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7790_03,Grawk Casty,F,1490,S,Africa,Grecia,25.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5587_01,Dianie Deckerson,F,1159,P,Europa,Monaco,22.0,0,0,654.0,2.0,83.0,0.0,0.0,0
3733_01,Dilatik Semootor,D,118,S,America,Grecia,34.0,1,0,0.0,4.0,0.0,685.0,1779.0,0
8574_01,Hork Welte,F,1653,S,Africa,Grecia,40.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0650_01,Eulah Hammonton,G,95,S,Europa,Malta,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8889_01,Erman Russelloyd,G,1439,P,Outros,Monaco,17.0,0,0,0.0,0.0,615.0,0.0,0.0,0
3856_01,Ward Alvasquez,F,726,S,Europa,Outros,23.0,0,0,339.0,754.0,7.0,0.0,0.0,1
3026_01,Artis Gambs,G,492,P,Europa,Grecia,22.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7018_01,Set Sturt,E,467,S,Africa,Grecia,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0
5331_01,Coreen Woodgezalez,F,1095,P,Europa,Grecia,23.0,0,0,0.0,1.0,292.0,0.0,340.0,0
2195_01,Naomie Coleyanglas,F,440,P,Europa,Grecia,27.0,0,0,0.0,280.0,119.0,646.0,5.0,1
3408_01,Jeron Flynner,G,547,S,Europa,Grecia,15.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4870_01,Ambert Weaves,G,785,P,Europa,Monaco,14.0,0,0,8.0,0.0,0.0,0.0,176.0,0
7083_02,Minoton Pirejus,C,259,S,America,Monaco,57.0,0,0,0.0,0.0,0.0,0.0,0.0,1
1304_06,Margia Powenoble,E,82,P,Europa,Malta,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3559_01,Sug Jaflé,D,116,P,Africa,Grecia,27.0,0,0,249.0,0.0,65.0,812.0,55.0,0
3542_01,Beres Derry,F,669,S,Africa,Grecia,31.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8210_01,Crat Ble,D,241,S,Africa,Grecia,47.0,0,0,1282.0,0.0,5.0,495.0,0.0,0
8078_01,Colle Davispinoz,F,1667,P,Europa,Grecia,19.0,0,0,0.0,0.0,134.0,1931.0,0.0,0
1901_02,Neshath Tractive,A,14,P,America,Monaco,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0103_02,Shaele Mclainez,G,18,S,Europa,Monaco,9.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1988_01,Eleaha Wallerson,G,321,P,Europa,Grecia,44.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6905_01,Vana Acobson,F,1322,S,Europa,Grecia,39.0,0,0,130.0,741.0,0.0,0.0,0.0,0
5800_01,Belly Llobsoney,F,1203,P,Europa,Outros,40.0,0,0,661.0,0.0,830.0,0.0,6.0,0
3045_01,Helean Hestes,G,480,S,Europa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7106_01,Oalls Derry,F,1357,S,Africa,Grecia,18.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7029_02,Tine Cardsay,F,1458,P,Europa,Malta,49.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6189_01,Eulah Garnes,G,1004,P,Europa,Grecia,3.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5674_01,Alrain Unsible,B,217,S,America,Grecia,22.0,0,0,0.0,11594.0,0.0,10247.0,1.0,0
9030_01,Hery Ericksonga,F,1847,P,Europa,Grecia,28.0,0,0,1954.0,43.0,0.0,0.0,7.0,0
5435_01,Fal Blane,F,1121,P,Africa,Grecia,50.0,0,0,846.0,0.0,280.0,280.0,0.0,0
1812_01,Agnesa Hickson,F,357,P,Outros,Grecia,25.0,0,0,9.0,852.0,73.0,12.0,57.0,1
9197_04,Phecca Platch,C,308,P,America,Monaco,30.0,0,0,1569.0,0.0,0.0,0.0,2252.0,0
7436_01,Letty Meyersones,G,1202,P,Europa,Grecia,28.0,0,0,0.0,0.0,0.0,0.0,0.0,0
9013_03,Brancy Prestonard,G,1461,P,Europa,Monaco,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
3395_01,Idace Valezaley,G,542,S,Europa,Monaco,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0885_02,Velyne Pittson,G,133,S,Europa,Monaco,52.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4927_04,Toat Brele,F,937,S,Africa,Grecia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
5861_01,Melica Browlerson,G,949,S,Europa,Grecia,27.0,0,0,0.0,1774.0,0.0,17.0,13.0,1
4793_02,Chargin Brailidy,E,310,S,America,Grecia,20.0,0,0,0.0,1131.0,3783.0,161.0,0.0,1
6066_01,Altan Mallisly,C,226,S,America,Grecia,33.0,0,0,0.0,357.0,2366.0,1612.0,2137.0,0
4395_01,Fayel Mcfarley,F,905,P,Europa,Grecia,23.0,0,0,0.0,0.0,206.0,681.0,31.0,0
2234_07,Sumpid Gread,F,448,P,Africa,Grecia,24.0,0,0,2538.0,0.0,61.0,0.0,0.0,0
9252_02,Muonon Stranbeate,B,301,P,America,Monaco,19.0,0,1,0.0,0.0,0.0,0.0,0.0,1
8268_02,Shatrix Impress,B,321,S,America,Grecia,19.0,0,0,0.0,3.0,0.0,918.0,2346.0,0
2724_02,Manth Merte,F,564,P,Africa,Grecia,48.0,0,0,1200.0,0.0,38.0,48.0,0.0,0
0248_01,Genifi Spanxibus,C,10,S,America,Grecia,33.0,0,0,0.0,1.0,0.0,8620.0,1063.0,0
8796_04,Gailia Jorden,G,1418,S,Europa,Grecia,4.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6334_05,Lynez Jenson,E,421,S,Europa,Grecia,17.0,0,0,5.0,0.0,1317.0,287.0,0.0,1
4721_01,Alancy Santry,G,771,S,Europa,Grecia,23.0,0,1,0.0,0.0,0.0,0.0,0.0,1
3562_02,Mats Nad,D,119,P,Africa,Monaco,55.0,0,0,14.0,0.0,0.0,3778.0,1.0,0
0119_02,Kleeiak Coning,A,0,P,America,Grecia,13.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5151_01,Flark Cotik,F,1052,P,Africa,Grecia,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2264_01,Lanedy Youngrayes,F,442,S,Europa,Grecia,39.0,0,0,0.0,0.0,13.0,0.0,868.0,1
7074_01,Leria Denashipson,G,1162,S,Europa,Grecia,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5216_01,Clard Hardson,G,843,P,Europa,Grecia,30.0,0,1,0.0,0.0,0.0,0.0,0.0,0
6946_01,Samany Buckson,F,1439,P,Europa,Grecia,70.0,0,0,28.0,0.0,0.0,672.0,104.0,0
1324_01,Carona Gilleyons,G,199,S,Europa,Monaco,2.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4066_01,Taurius Objeciane,B,155,S,America,Monaco,18.0,0,0,0.0,30.0,0.0,67.0,2790.0,0
8004_01,Fowoos Gread,F,1527,S,Africa,Monaco,50.0,0,1,0.0,0.0,0.0,0.0,0.0,1
2805_01,Allena Blacks,F,582,P,Europa,Grecia,19.0,0,0,0.0,0.0,366.0,268.0,0.0,0
4470_01,Emmax Baketton,F,839,S,Europa,Grecia,28.0,0,0,1549.0,0.0,5.0,0.0,0.0,0
3842_01,Lynnee Vinston,F,794,P,Europa,Monaco,41.0,0,0,312.0,89.0,44.0,0.0,252.0,0
5921_02,Brance Campson,F,1224,P,Europa,Grecia,22.0,0,0,0.0,0.0,859.0,62.0,0.0,0
4107_01,Bobbyn Rocholton,G,676,S,Europa,Grecia,23.0,0,0,0.0,0.0,489.0,5.0,276.0,0
2427_01,Marfak Geneltic,B,94,S,America,Grecia,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6094_03,Tautrix Brathful,C,227,S,America,Monaco,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4413_01,Loria Sweekstarks,G,722,S,Europa,Grecia,33.0,0,0,0.0,0.0,232.0,0.0,622.0,0
5116_02,Fros Prity,F,980,S,Africa,Grecia,11.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1579_01,Rankie Pughanders,F,311,P,Europa,Monaco,26.0,0,0,333.0,1819.0,0.0,1.0,0.0,1
0485_01,Furudah Unloweedic,B,17,S,America,Monaco,21.0,0,0,0.0,33.0,0.0,3348.0,55.0,0
6229_01,Nios Perne,F,1286,P,Africa,Grecia,39.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1997_01,Joyn Hartley,G,315,S,Europa,Grecia,42.0,0,0,37.0,1670.0,0.0,0.0,0.0,1
5180_01,Felia Gillock,G,835,P,Europa,Malta,20.0,0,1,0.0,0.0,0.0,0.0,0.0,1
5408_01,Moss Gene,D,174,P,Africa,Grecia,32.0,0,0,1781.0,0.0,654.0,580.0,0.0,0
3629_01,Healls Butte,F,753,P,Africa,Grecia,28.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1148_05,Halleth Clugete,C,42,P,America,Outros,14.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6865_01,Thabih Peducting,D,208,S,America,Grecia,27.0,0,0,69.0,2878.0,0.0,4232.0,3798.0,0
5900_03,Gonut Nutca,F,1220,P,Africa,Grecia,6.0,0,1,0.0,0.0,0.0,0.0,0.0,1
7861_01,Krisa Wheelez,G,1265,P,Europa,Grecia,6.0,0,1,0.0,0.0,0.0,0.0,0.0,0
8098_02,Quarkib Mosteraked,B,269,P,America,Monaco,44.0,0,0,9.0,2311.0,0.0,633.0,1.0,1
4469_02,Coxan Windend,B,146,P,America,Monaco,43.0,0,0,0.0,39.0,327.0,4643.0,85.0,0
4517_01,Bara Mcleandez,F,849,S,Europa,Grecia,37.0,0,0,452.0,0.0,234.0,19.0,1290.0,0
7113_01,Kris Simstravery,F,1361,S,Europa,Grecia,24.0,0,0,0.0,0.0,0.0,0.0,757.0,0
7669_01,Philda Whiters,G,1230,P,Europa,Grecia,24.0,0,0,0.0,636.0,136.0,37.0,0.0,0
1749_01,Monald Coley,G,288,P,Europa,Malta,59.0,0,1,0.0,0.0,0.0,0.0,0.0,0
7789_01,Pattie Whitledges,F,1489,S,Europa,Grecia,32.0,0,0,0.0,368.0,0.0,304.0,741.0,0
1766_01,Ronne Adavisons,F,338,S,Europa,Monaco,21.0,0,0,112.0,0.0,0.0,0.0,1333.0,0
4661_05,Lison Mayson,F,948,P,Europa,Grecia,30.0,0,0,0.0,0.0,3.0,3434.0,0.0,0
6947_02,Cellum Obnoble,B,264,S,America,Grecia,49.0,0,0,0.0,1757.0,0.0,797.0,567.0,1
0988_01,Lyne Bartez,G,151,S,Outros,Grecia,28.0,0,0,0.0,3.0,906.0,0.0,0.0,0
4608_01,Colle Maystuarey,F,864,S,Europa,Monaco,31.0,0,0,2.0,20.0,1.0,1026.0,2.0,1
7986_01,Weet Pimne,F,1655,P,Africa,Grecia,21.0,0,0,838.0,45.0,455.0,0.0,0.0,0
2196_03,Genubi Veriedeezy,B,65,P,America,Grecia,37.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4591_01,Hadyon Coictrazy,E,287,P,America,Monaco,34.0,0,1,0.0,0.0,0.0,0.0,0.0,1
6561_01,Aldeba Ainserfle,B,253,S,America,Grecia,29.0,0,0,19.0,4900.0,6.0,6324.0,2056.0,0
7344_01,Ianya Powery,F,1413,S,Europa,Malta,15.0,0,0,0.0,0.0,9.0,0.0,952.0,0
7967_01,Doray Ricews,G,1288,S,Europa,Grecia,21.0,0,0,691.0,0.0,0.0,0.0,15.0,0
3862_01,Rohs Paie,F,729,S,Africa,Monaco,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4898_01,Lorian Bertsontry,F,933,S,Europa,Grecia,28.0,0,0,647.0,1.0,32.0,71.0,140.0,1
7200_01,Aldah Coustive,C,264,S,America,Grecia,37.0,0,0,300.0,3434.0,0.0,1.0,171.0,1
6118_01,Carde Pité,F,1266,P,Africa,Monaco,42.0,0,0,1156.0,0.0,1.0,305.0,0.0,0
8084_01,Schyon Idercaling,C,264,P,America,Grecia,31.0,0,0,0.0,745.0,0.0,6688.0,2161.0,0
2310_04,Enibah Pleele,D,68,P,America,Grecia,44.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4022_01,Lavey Hubbarrison,F,833,P,Europa,Malta,37.0,0,0,4.0,0.0,223.0,512.0,1.0,0
0597_02,Bertle Roachoanand,G,91,P,Europa,Grecia,21.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5539_01,Tarf Officled,B,187,P,America,Grecia,26.0,0,0,0.0,1583.0,0.0,232.0,8040.0,0
2810_01,Oraine Jorden,G,454,P,Europa,Grecia,19.0,0,1,0.0,0.0,0.0,0.0,0.0,0
5730_01,Karlen Moodman,F,1187,P,Europa,Grecia,25.0,0,0,2029.0,1.0,0.0,0.0,121.0,0
7142_02,Gibil Pre,E,474,S,Africa,Grecia,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1
4344_01,Roydo Hammonton,F,816,S,Europa,Grecia,18.0,0,0,0.0,35.0,661.0,0.0,63.0,1
2061_01,Dscha Sedece,D,65,P,America,Grecia,34.0,0,0,0.0,5063.0,0.0,56.0,327.0,1
3747_01,Achium Entratable,B,118,P,America,Grecia,39.0,0,0,0.0,2576.0,0.0,234.0,237.0,0
0903_01,Nelley Rushorney,G,135,S,Europa,Monaco,23.0,0,1,0.0,0.0,0.0,0.0,0.0,0
4042_01,Mesatz Stewder,A,46,S,America,Grecia,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8318_02,Kie Ropie,F,1711,P,Africa,Grecia,65.0,0,0,1399.0,0.0,0.0,0.0,0.0,0
6671_02,Tot Mare,F,1279,S,Africa,Grecia,31.0,0,0,1002.0,0.0,0.0,0.0,0.0,1
0714_06,Man Rilley,G,109,P,Europa,Monaco,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1
4405_01,Wezna Unkepery,C,159,S,America,Grecia,27.0,0,1,0.0,0.0,0.0,0.0,0.0,1
1880_01,Valey Clean,F,376,P,Europa,Monaco,20.0,0,0,470.0,128.0,0.0,0.0,9.0,0
3061_01,Mela Bakericks,F,638,P,Europa,Grecia,22.0,0,0,664.0,0.0,0.0,65.0,0.0,0
4430_01,Ireen Robins,F,836,S,Europa,Malta,18.0,0,0,0.0,2.0,1513.0,0.0,0.0,1
8366_05,Dorah Burnewman,G,1364,P,Europa,Grecia,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0
4181_01,Okulas Frattyring,C,133,P,America,Grecia,4.0,0,0,0.0,0.0,0.0,0.0,0.0,1
8755_01,Ionons Alvercal,D,265,S,America,Monaco,38.0,0,1,0.0,0.0,0.0,0.0,0.0,1
0839_01,Grumak Pokerheed,B,30,S,America,Grecia,32.0,0,0,0.0,179.0,0.0,0.0,5152.0,0
